"case","stage","model","prescription","resultant","thetaIndex","theta","thetaDeg","value","unit","evidenceLevel"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",104,0.897597901025655,51.4285714285714,-101.063458567938,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",105,0.90631244375406,51.9278779472954,-101.249283897753,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",106,0.915026986482464,52.4271844660194,-101.434312061104,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",107,0.923741529210868,52.9264909847434,-101.618486852849,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",108,0.932456071939273,53.4257975034674,-101.801752327072,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",109,0.941170614667677,53.9251040221914,-101.984052814076,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",110,0.949885157396082,54.4244105409154,-102.165332937293,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",111,0.958599700124486,54.9237170596394,-102.345537630107,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",112,0.967314242852891,55.4230235783634,-102.524612152579,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",113,0.976028785581295,55.9223300970874,-102.702502108079,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",114,0.984743328309699,56.4216366158114,-102.879153459804,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",115,0.993457871038104,56.9209431345354,-103.0545125472,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",116,1.00217241376651,57.4202496532594,-103.228526102255,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",117,1.01088695649491,57.9195561719834,-103.401141265683,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",118,1.01960149922332,58.4188626907073,-103.572305602983,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",119,1.02831604195172,58.9181692094313,-103.741967120364,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",120,1.03703058468013,59.4174757281553,-103.910074280538,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",121,1.04574512740853,59.9167822468793,-104.076576018379,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",122,1.05445967013693,60.4160887656033,-104.241421756431,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",123,1.06317421286534,60.9153952843273,-104.404561420274,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",124,1.07188875559374,61.4147018030513,-104.565945453735,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",125,1.08060329832215,61.9140083217753,-104.725524833938,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",126,1.08931784105055,62.4133148404993,-104.883251086202,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",127,1.09803238377896,62.9126213592233,-105.039076298759,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",128,1.10674692650736,63.4119278779473,-105.192953137311,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",129,1.11546146923577,63.9112343966713,-105.344834859411,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",130,1.12417601196417,64.4105409153953,-105.494675328656,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",131,1.13289055469257,64.9098474341193,-105.642429028707,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",132,1.14160509742098,65.4091539528433,-105.788051077113,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",133,1.15031964014938,65.9084604715673,-105.931497238944,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",134,1.15903418287779,66.4077669902913,-106.07272394023,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",135,1.16774872560619,66.9070735090153,-106.211688281194,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",136,1.1764632683346,67.4063800277392,-106.348348049288,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",137,1.185177811063,67.9056865464632,-106.482661732012,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",138,1.19389235379141,68.4049930651872,-106.614588529527,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",139,1.20260689651981,68.9042995839112,-106.744088367044,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",140,1.21132143924821,69.4036061026352,-106.871121907004,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",141,1.22003598197662,69.9029126213592,-106.99565056102,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",142,1.22875052470502,70.4022191400832,-107.117636501606,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",143,1.23746506743343,70.9015256588072,-107.237042673661,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",144,1.24617961016183,71.4008321775312,-107.353832805731,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",145,1.25489415289024,71.9001386962552,-107.467971421022,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",146,1.26360869561864,72.3994452149792,-107.57942384818,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",147,1.27232323834705,72.8987517337032,-107.688156231822,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",148,1.28103778107545,73.3980582524272,-107.79413554282,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",149,1.28975232380385,73.8973647711512,-107.897329588332,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",150,1.29846686653226,74.3966712898752,-107.997707021587,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",151,1.30718140926066,74.8959778085992,-108.095237351399,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",152,1.31589595198907,75.3952843273232,-108.189890951436,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",153,1.32461049471747,75.8945908460472,-108.281639069215,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",154,1.33332503744588,76.3938973647712,-108.370453834841,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",155,1.34203958017428,76.8932038834951,-108.456308269465,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",156,1.35075412290268,77.3925104022191,-108.539176293487,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",157,1.35946866563109,77.8918169209431,-108.619032734475,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",158,1.36818320835949,78.3911234396671,-108.69585333481,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",159,1.3768977510879,78.8904299583911,-108.769614759057,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",160,1.3856122938163,79.3897364771151,-108.840294601054,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",161,1.39432683654471,79.8890429958391,-108.907871390713,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",162,1.40304137927311,80.3883495145631,-108.972324600551,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",163,1.41175592200152,80.8876560332871,-109.033634651915,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",164,1.42047046472992,81.3869625520111,-109.091782920939,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",165,1.42918500745832,81.8862690707351,-109.146751744193,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",166,1.43789955018673,82.3855755894591,-109.198524424056,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",167,1.44661409291513,82.8848821081831,-109.247085233782,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",168,1.45532863564354,83.3841886269071,-109.29241942228,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",169,1.46404317837194,83.8834951456311,-109.334513218596,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",170,1.47275772110035,84.3828016643551,-109.373353836094,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",171,1.48147226382875,84.882108183079,-109.408929476341,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",172,1.49018680655716,85.381414701803,-109.441229332691,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",173,1.49890134928556,85.880721220527,-109.470243593567,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",174,1.50761589201396,86.380027739251,-109.495963445443,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",175,1.51633043474237,86.879334257975,-109.518381075519,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",176,1.52504497747077,87.378640776699,-109.537489674097,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",177,1.53375952019918,87.877947295423,-109.553283436647,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",178,1.54247406292758,88.377253814147,-109.565757565572,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",179,1.55118860565599,88.876560332871,-109.574908271663,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",180,1.55990314838439,89.375866851595,-109.580732775253,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",181,1.5686176911128,89.875173370319,-109.58322930706,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",182,1.5707963267949,90,-109.583333333333,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",183,1.5773322338412,90.374479889043,-109.582397108725,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",184,1.5860467765696,90.873786407767,-109.578236433039,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",185,1.59476131929801,91.373092926491,-109.570748543873,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",186,1.60347586202641,91.872399445215,-109.559935715787,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",187,1.61219040475482,92.371705963939,-109.545801233344,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",188,1.62090494748322,92.871012482663,-109.52834939011,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",189,1.62961949021163,93.370319001387,-109.507585487348,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",190,1.63833403294003,93.869625520111,-109.483515832414,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",191,1.64704857566844,94.3689320388349,-109.456147736833,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",192,1.65576311839684,94.868238557559,-109.425489514085,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",193,1.66447766112524,95.367545076283,-109.391550477074,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",194,1.67319220385365,95.8668515950069,-109.354340935304,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",195,1.68190674658205,96.3661581137309,-109.313872191743,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",196,1.69062128931046,96.8654646324549,-109.270156539391,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",197,1.69933583203886,97.3647711511789,-109.22320725755,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",198,1.70805037476727,97.8640776699029,-109.173038607783,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",199,1.71676491749567,98.3633841886269,-109.119665829586,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",200,1.72547946022408,98.8626907073509,-109.063105135759,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",201,1.73419400295248,99.3619972260749,-109.003373707479,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",202,1.74290854568088,99.8613037447989,-108.940489689085,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",203,1.75162308840929,100.360610263523,-108.87447218256,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",204,1.76033763113769,100.859916782247,-108.805341241734,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",205,1.7690521738661,101.359223300971,-108.733117866191,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",206,1.7777667165945,101.858529819695,-108.657823994886,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",207,1.78648125932291,102.357836338419,-108.57948249949,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",208,1.79519580205131,102.857142857143,-108.498117177431,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",209,1.80391034477971,103.356449375867,-108.413752744673,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",210,1.81262488750812,103.855755894591,-108.326414828207,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",211,1.82133943023652,104.355062413315,-108.236129958262,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",212,1.83005397296493,104.854368932039,-108.142925560254,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",213,1.83876851569333,105.353675450763,-108.046829946446,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",214,1.84748305842174,105.852981969487,-107.947872307353,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",215,1.85619760115014,106.352288488211,-107.846082702877,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",216,1.86491214387855,106.851595006935,-107.74149205317,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",217,1.87362668660695,107.350901525659,-107.634132129245,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",218,1.88234122933535,107.850208044383,-107.524035543325,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",219,1.89105577206376,108.349514563107,-107.411235738935,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",220,1.89977031479216,108.848821081831,-107.295766980746,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",221,1.90848485752057,109.348127600555,-107.177664344163,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",222,1.91719940024897,109.847434119279,-107.056963704672,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",223,1.92591394297738,110.346740638003,-106.933701726942,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",224,1.93462848570578,110.846047156727,-106.80791585369,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",225,1.94334302843419,111.345353675451,-106.679644294303,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",226,1.95205757116259,111.844660194175,-106.548926013232,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",227,1.96077211389099,112.343966712899,-106.415800718161,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",228,1.9694866566194,112.843273231623,-106.280308847937,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",229,1.9782011993478,113.342579750347,-106.142491560294,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",230,1.98691574207621,113.841886269071,-106.002390719346,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",231,1.99563028480461,114.341192787795,-105.860048882871,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",232,2.00434482753302,114.840499306519,-105.715509289384,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",233,2.01305937026142,115.339805825243,-105.568815845002,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",234,2.02177391298983,115.839112343967,-105.420013110107,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",235,2.03048845571823,116.338418862691,-105.269146285812,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",236,2.03920299844663,116.837725381415,-105.116261200227,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",237,2.04791754117504,117.337031900139,-104.961404294541,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",238,2.05663208390344,117.836338418863,-104.804622608913,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",239,2.06534662663185,118.335644937587,-104.645963768183,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",240,2.07406116936025,118.834951456311,-104.485475967407,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",241,2.08277571208866,119.334257975035,-104.323207957213,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",242,2.09149025481706,119.833564493759,-104.159209028999,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",243,2.10020479754546,120.332871012483,-103.993528999952,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",244,2.10891934027387,120.832177531207,-103.826218197921,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",245,2.11763388300227,121.331484049931,-103.657327446128,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",246,2.12634842573068,121.830790568655,-103.486908047726,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",247,2.13506296845908,122.330097087379,-103.315011770222,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",248,2.14377751118749,122.829403606103,-103.141690829744,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",249,2.15249205391589,123.328710124827,-102.966997875185,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",250,2.1612065966443,123.828016643551,-102.790985972208,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",251,2.1699211393727,124.327323162275,-102.613708587127,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",252,2.1786356821011,124.826629680999,-102.435219570666,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",253,2.18735022482951,125.325936199723,-102.255573141599,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",254,2.19606476755791,125.825242718447,-102.074823870283,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",255,2.20477931028632,126.324549237171,-101.89302666208,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",256,2.21349385301472,126.823855755895,-101.71023674068,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",257,2.22220839574313,127.323162274619,-101.526509631322,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",258,2.23092293847153,127.822468793343,-101.341901143934,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",259,2.23963748119994,128.321775312067,-101.156467356173,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",260,2.24835202392834,128.821081830791,-100.970264596394,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",261,2.25706656665674,129.320388349515,-100.783349426542,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",262,2.26578110938515,129.819694868239,-100.595778624963,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",263,2.27449565211355,130.319001386963,-100.407609169165,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",264,2.28321019484196,130.818307905687,-100.218898218504,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",265,2.29192473757036,131.317614424411,-100.029703096825,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",266,2.30063928029877,131.816920943135,-99.8400812750454,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",267,2.30935382302717,132.316227461859,-99.6500903537016,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",268,2.31806836575558,132.815533980583,-99.459788045448,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",269,2.32678290848398,133.314840499307,-99.2692321575282,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",270,2.33549745121238,133.814147018031,-99.0784805742144,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",271,2.34421199394079,134.313453536755,-98.8875912392244,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",272,2.35292653666919,134.812760055478,-98.6966221381198,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",273,2.35619449019234,135,-98.625,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",274,2.3616410793976,135.312066574203,-98.5056312806929,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",275,2.370355622126,135.811373092926,-98.3146766833443,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",276,2.37907016485441,136.31067961165,-98.1238163514605,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",277,2.38778470758281,136.809986130374,-97.9331082617931,"kN/m","DE"
"biaxial-normal","Estado biaxial uniforme","Acciones prescritas","Carga exclusivamente normal","N",278,2.39649925031122,137.309292649098,-97.7426103448479,"kN/m","DE"
